Unnamed: 0,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,selling_price,model_start_year
4347,Renault,Duster,6,70000,Diesel,Manual,19.01,1500,690000,2012
15126,Ford,Figo,10,56000,Petrol,Manual,15.6,1200,364000,2010
6465,Hyundai,i10,10,66084,Petrol,Manual,20.36,1200,343000,2007
14471,Hyundai,i20,6,90000,Petrol,Manual,18.6,1200,490000,2008
4836,Maruti,Wagon R,7,50000,Petrol,Manual,20.51,1000,351000,1999
2562,Jaguar,XF,7,26000,Diesel,Automatic,16.36,2200,2550000,2009
2054,Hyundai,Creta,5,25451,Petrol,Automatic,13.0,1600,1039000,2015
10215,Maruti,Alto,7,60000,Petrol,Manual,22.74,800,200000,2000
15050,Mahindra,Scorpio,11,120000,Diesel,Automatic,11.79,2200,515000,2002
8051,Skoda,Octavia,6,70000,Petrol,Manual,16.8,1400,410000,2001
1214,Maruti,Ertiga,7,22681,Petrol,Manual,16.02,1400,525000,2012
2692,Maruti,Baleno,3,22000,Petrol,Manual,21.4,1200,750000,2015
13142,Mahindra,XUV500,8,60000,Diesel,Manual,15.1,2200,500000,2011
9956,Honda,CR-V,5,55000,Petrol,Automatic,12.0,2350,1575000,2003
13614,Hyundai,Grand,6,46900,Petrol,Automatic,18.9,1200,461000,2013
11731,Maruti,Wagon R,8,17568,Petrol,Manual,18.9,1000,389000,1999
2484,Maruti,Wagon R,14,35986,Petrol,Manual,18.9,1000,150000,1999
7350,Mahindra,Bolero,5,120000,Diesel,Manual,15.96,2500,520000,2000
5402,Hyundai,i20,6,65000,Petrol,Manual,18.6,1200,530000,2008
355,Maruti,Alto,3,22000,Petrol,Manual,24.7,800,304000,2000
12729,Mahindra,Bolero,9,100000,Diesel,Manual,15.96,2500,400000,2000
14405,Skoda,Octavia,12,200000,Diesel,Manual,18.7,1900,290000,2001
4654,Hyundai,i10,8,120000,Petrol,Manual,20.36,1200,330000,2007
4566,Hyundai,i10,10,50000,Petrol,Manual,20.36,1200,190000,2007
7481,Ford,Ecosport,6,102693,Diesel,Manual,23.0,1500,550000,2013
9338,Hyundai,Santro,3,31286,"Others (CNG,LPG)",Manual,30.48,1100,500000,1998
779,Honda,Amaze,5,100000,Diesel,Manual,25.8,1500,320000,2013
9671,Honda,City,4,56239,Petrol,Manual,17.8,1500,745000,1998
4312,Maruti,Swift,4,100000,Diesel,Manual,25.2,1250,620000,2005
3663,Maruti,Ertiga,7,55000,Diesel,Manual,20.77,1250,500000,2012
9587,Renault,Duster,5,64000,Diesel,Manual,19.87,1500,680000,2012
9201,Renault,Duster,6,60000,Diesel,Manual,19.87,1500,500000,2012
3829,Maruti,Ignis,4,30000,Petrol,Manual,20.89,1200,500000,2017
12995,Mercedes-Benz,E-Class,9,50000,Petrol,Manual,12.3,1800,1349000,1996
11016,Maruti,Vitara,3,37000,Diesel,Automatic,24.3,1250,795000,2016
10683,Hyundai,Verna,8,60000,Diesel,Manual,22.32,1600,400000,2006
5089,Hyundai,Santro,13,90000,Petrol,Manual,17.92,1100,160000,1998
14194,Maruti,Swift Dzire,9,68600,Diesel,Manual,28.4,1250,360000,2008
6457,Maruti,Baleno,4,32000,Petrol,Manual,21.01,1200,700000,2015
4728,Hyundai,Verna,10,41600,Petrol,Manual,16.2,1600,459000,2006
13144,Maruti,Celerio,3,20000,Petrol,Manual,21.63,1000,585000,2014
2626,Hyundai,Verna,11,72000,Diesel,Manual,16.2,1500,410000,2006
2717,Ford,Ecosport,3,29000,Diesel,Manual,23.0,1500,940000,2013
10798,Hyundai,Creta,3,55000,Diesel,Manual,22.1,1400,920000,2015
616,Jaguar,XF,8,30150,Diesel,Automatic,16.36,2200,2011000,2009
5759,Renault,KWID,3,14000,Petrol,Manual,23.01,1000,370000,2015
1902,Maruti,Swift Dzire,3,115000,"Others (CNG,LPG)",Manual,26.55,1200,450000,2008
12010,Maruti,Wagon R,8,57000,Petrol,Manual,21.79,1000,235000,1999
7118,Maruti,Eeco,5,5000,Petrol,Manual,15.37,1200,308000,2010
4737,Mahindra,XUV500,7,65436,Diesel,Manual,15.1,2200,900000,2011
6046,Toyota,Innova,2,32400,Diesel,Manual,13.68,2400,1751000,2005
6214,Renault,Duster,8,85405,Diesel,Manual,19.01,1500,410000,2012
10831,Ford,Figo,8,80000,Diesel,Manual,20.0,1400,193000,2010
12546,Maruti,Swift Dzire,5,50000,Petrol,Manual,20.85,1200,580000,2008
2891,Toyota,Innova,12,125000,Diesel,Manual,12.8,2500,650000,2005
9990,Ford,Ecosport,5,72000,Diesel,Manual,21.7,1500,675000,2013
8159,Honda,Amaze,3,54000,Diesel,Manual,25.8,1500,650000,2013
9927,Maruti,Eeco,2,10000,Petrol,Manual,15.37,1200,415000,2010
8919,Renault,KWID,5,27000,Petrol,Manual,25.17,800,350000,2015
2564,Maruti,Eeco,2,7647,Petrol,Manual,16.11,1200,465000,2010
10851,Maruti,Alto,10,60000,Petrol,Manual,20.92,1000,195000,2000
14485,Maruti,Vitara,3,30000,Diesel,Manual,24.3,1250,750000,2016
14510,Maruti,Ciaz,5,55000,Petrol,Manual,20.73,1400,650000,2014
14130,BMW,3,9,66000,Diesel,Automatic,16.07,2000,995000,2007
10958,BMW,3,5,29000,Diesel,Automatic,21.76,2000,2450000,2007
260,Hyundai,i20,4,55000,Petrol,Manual,18.6,1200,650000,2008
13631,Hyundai,Grand,5,32100,Petrol,Manual,18.9,1200,495000,2013
3912,Hyundai,Grand,3,5000,Petrol,Manual,18.9,1200,525000,2013
5401,Toyota,Innova,10,94000,Diesel,Manual,12.8,2500,700000,2005
9813,Mahindra,Thar,3,22000,Diesel,Manual,16.55,2500,835000,2010
3235,Maruti,Wagon R,5,23000,Petrol,Automatic,20.52,1200,430000,1999
5522,Maruti,Vitara,4,55000,Diesel,Manual,24.3,1250,970000,2016
4794,Hyundai,i20,2,40000,Diesel,Manual,22.54,1400,725000,2008
11289,Hyundai,Verna,9,65000,Diesel,Automatic,16.2,1500,450000,2006
14140,Hyundai,Creta,3,50000,Diesel,Manual,19.67,1600,1200000,2015
2207,Maruti,Alto,10,50000,Petrol,Manual,19.7,800,185000,2000
629,Maruti,Swift,9,41000,Petrol,Manual,18.6,1200,300000,2005
10140,Renault,KWID,3,11051,Petrol,Manual,23.01,1000,365000,2015
8599,Honda,City,6,45000,Diesel,Manual,26.0,1500,650000,1998
10662,Hyundai,i10,8,45000,Petrol,Manual,20.36,1200,290000,2007
10729,Maruti,Wagon R,1,9000,"Others (CNG,LPG)",Manual,26.6,1000,545000,1999
4557,Renault,KWID,4,110000,Petrol,Manual,23.01,1000,200000,2015
2085,Maruti,Wagon R,7,34000,Petrol,Manual,20.51,1000,325000,1999
15130,Maruti,Vitara,4,32000,Diesel,Manual,24.3,1250,725000,2016
5772,Maruti,Alto,5,31000,Petrol,Manual,22.74,800,280000,2000
6931,Maruti,Ciaz,4,35700,Diesel,Manual,28.09,1250,650000,2014
1644,Hyundai,Verna,1,3900,Petrol,Automatic,17.0,1600,1190000,2006
10227,Honda,City,4,10000,Petrol,Automatic,18.0,1500,1025000,1998
2436,Maruti,Swift Dzire,3,22000,Petrol,Automatic,21.21,1200,795000,2008
10222,Maruti,Alto,3,14000,Petrol,Manual,23.95,1000,350000,2000
8059,Ford,Figo,7,36000,Diesel,Manual,20.0,1400,235000,2010
10999,Mercedes-Benz,C-Class,7,75000,Diesel,Automatic,11.78,2100,1450000,2001
12150,Maruti,Swift Dzire,6,60000,Diesel,Manual,26.59,1250,615000,2008
7884,Hyundai,i20,5,70100,Diesel,Manual,22.54,1400,580000,2008
5173,Maruti,Baleno,5,59434,Petrol,Manual,21.01,1200,599000,2015
1081,BMW,3,4,15000,Diesel,Automatic,18.88,2000,2350000,2007
12902,Maruti,Swift,3,40000,Diesel,Manual,25.2,1250,725000,2005
6910,Honda,City,7,90000,Diesel,Manual,25.1,1500,550000,1998
8543,Hyundai,Verna,9,54000,Diesel,Manual,22.32,1600,470000,2006
10921,Tata,Harrier,1,5125,Diesel,Manual,17.0,2000,1650000,2019
6961,Hyundai,Verna,6,30337,Petrol,Manual,17.1,1600,569000,2006
13181,Tata,Nexon,3,42388,Diesel,Manual,21.5,1500,895000,2017
11007,Honda,Amaze,4,19500,Petrol,Manual,17.8,1200,499000,2013
4056,Datsun,GO,6,30000,Petrol,Manual,20.63,1200,200000,2014
6790,Maruti,Swift Dzire,5,120000,Diesel,Manual,26.59,1250,625000,2008
4698,Hyundai,i20,6,72000,Diesel,Manual,22.54,1400,625000,2008
5513,Maruti,Vitara,3,80000,Diesel,Manual,24.3,1250,830000,2016
10081,Honda,City,5,79000,Petrol,Manual,17.8,1500,685000,1998
5263,Mahindra,Thar,3,25000,Diesel,Manual,16.55,2500,850000,2010
13234,Hyundai,Verna,9,58000,Diesel,Manual,22.32,1600,625000,2006
4343,Renault,KWID,4,50000,Petrol,Manual,23.01,1000,310000,2015
13477,Mahindra,Bolero,4,65000,Diesel,Manual,21.0,1500,675000,2000
10983,Hyundai,i20,5,39465,Petrol,Manual,18.6,1200,625000,2008
4036,Hyundai,i10,11,90000,Petrol,Manual,20.36,1200,275000,2007
6919,Honda,WR-V,3,15799,Petrol,Manual,17.5,1200,749000,2017
7431,Honda,City,4,44316,Petrol,Manual,17.0,1500,740000,1998
3279,Maruti,Swift,10,54688,Petrol,Manual,16.1,1200,300000,2005
1769,Toyota,Fortuner,11,64000,Diesel,Manual,11.5,3000,1085000,2009
13945,Honda,Amaze,8,48000,Diesel,Manual,25.8,1500,470000,2013
14974,Maruti,Ciaz,2,11564,Petrol,Manual,20.73,1400,895000,2014
1920,Jaguar,XF,6,34600,Diesel,Automatic,16.36,2200,2545000,2009
13050,Maruti,Wagon R,10,97319,Petrol,Manual,18.9,1000,300000,1999
1804,Hyundai,i20,11,77000,Petrol,Manual,17.0,1200,300000,2008
388,Maruti,Swift,9,48000,Diesel,Manual,22.9,1250,400000,2005
14841,Maruti,Baleno,4,54000,Petrol,Manual,21.4,1200,580000,2015
13674,Ford,Aspire,6,90000,Diesel,Manual,25.83,1500,480000,2015
12423,Volkswagen,Vento,6,53000,Petrol,Automatic,16.93,1200,575000,2010
12035,Maruti,Alto,5,31000,"Others (CNG,LPG)",Manual,32.26,1000,325000,2000
13852,Maruti,Alto,6,40000,Petrol,Manual,23.95,1000,260000,2000
3795,Maruti,Swift Dzire,8,120000,Diesel,Manual,23.4,1250,475000,2008
1203,Maruti,Celerio,7,76000,Petrol,Manual,23.1,1000,315000,2014
9794,Mahindra,KUV,5,68000,Diesel,Manual,25.32,1200,400000,2016
3411,Hyundai,Verna,8,48000,Petrol,Automatic,17.01,1600,490000,2006
10569,Hyundai,Verna,6,60000,Diesel,Manual,24.8,1400,600000,2006
9006,Maruti,Ciaz,6,60000,Diesel,Manual,28.09,1250,700000,2014
10255,Audi,A6,7,57000,Diesel,Automatic,17.68,2000,1885000,2005
5672,Maruti,Wagon R,9,60000,Petrol,Manual,18.9,1000,300000,1999
941,Audi,A4,9,23994,Diesel,Automatic,17.11,2000,1275000,2008
697,Mahindra,Thar,5,40000,Diesel,Manual,16.55,2500,620000,2010
2079,Maruti,Ciaz,4,27001,Petrol,Automatic,19.12,1400,845000,2014
12023,Maruti,Swift Dzire,9,29548,Petrol,Manual,17.5,1300,330000,2008
12851,Skoda,Superb,11,54000,Petrol,Automatic,13.7,1800,449000,2004
9005,Volkswagen,Polo,6,120000,Diesel,Manual,20.14,1500,500000,2010
13014,Maruti,Swift,9,79000,Diesel,Manual,17.8,1250,369000,2005
12213,Hyundai,i20,6,150000,Diesel,Manual,21.19,1400,620000,2008
6501,Hyundai,Grand,5,62214,Diesel,Manual,24.0,1100,525000,2013
11769,Maruti,Swift Dzire,3,35000,Petrol,Manual,21.21,1200,650000,2008
3493,Mercedes-Benz,GL-Class,6,53000,Diesel,Automatic,11.3,3000,4400000,2010
14438,Volkswagen,Polo,6,60942,Diesel,Manual,20.14,1500,560000,2010
5731,Toyota,Innova,2,27000,Diesel,Automatic,11.36,2800,1950000,2005
10200,Maruti,Swift,10,120000,Diesel,Manual,22.9,1250,300000,2005
4423,Maruti,Celerio,4,9400,Petrol,Automatic,23.1,1000,470000,2014
5699,Hyundai,Verna,9,60000,Diesel,Manual,22.32,1600,525000,2006
12573,Volkswagen,Polo,6,42000,Diesel,Manual,20.14,1500,640000,2010
14383,Toyota,Innova,8,106000,Diesel,Manual,12.99,2500,950000,2005
10720,Renault,Duster,7,157000,Diesel,Manual,20.45,1500,550000,2012
487,Hyundai,i20,7,10000,Petrol,Manual,18.6,1200,535000,2008
12404,Hyundai,i20,10,148000,Petrol,Manual,17.0,1200,210000,2008
3523,Maruti,Ertiga,9,67235,Diesel,Manual,25.47,1250,610000,2012
4822,Honda,City,6,83000,Diesel,Manual,26.0,1500,675000,1998
13410,Mahindra,XUV500,7,178000,Diesel,Manual,15.1,2200,950000,2011
11653,Hyundai,Venue,2,14500,Petrol,Manual,18.27,1000,1025000,2019
5235,Maruti,Alto,6,57000,Petrol,Manual,22.74,800,285000,2000
8125,Maruti,Alto,12,50000,Petrol,Manual,19.7,800,175000,2000
815,Maruti,Vitara,4,35000,Diesel,Manual,24.3,1250,884000,2016
6363,Volkswagen,Polo,11,39800,Petrol,Manual,16.47,1200,265000,2010
14554,Toyota,Innova,12,110000,Diesel,Manual,12.8,2500,625000,2005
2448,Hyundai,Grand,6,55000,Petrol,Automatic,18.9,1200,525000,2013
6355,Ford,Ecosport,7,80000,Diesel,Manual,22.7,1500,590000,2013
1156,Maruti,Wagon R,9,20000,Petrol,Manual,18.9,1000,230000,1999
9630,Honda,Amaze,2,19000,Petrol,Manual,17.8,1200,580000,2013
9616,Hyundai,Grand,5,54000,Diesel,Manual,24.0,1100,465000,2013
1400,Maruti,Alto,11,48156,Petrol,Manual,19.7,800,135000,2000
7005,Hyundai,i20,5,52000,Diesel,Manual,22.54,1400,625000,2008
14750,Honda,City,4,12729,Petrol,Manual,17.14,1500,1138000,1998
15014,Volkswagen,Vento,8,44000,Petrol,Manual,15.04,1600,395000,2010
8175,Ford,Figo,10,123000,Diesel,Manual,20.0,1400,180000,2010
595,Hyundai,Creta,3,39000,Petrol,Automatic,13.0,1600,1250000,2015
5499,Toyota,Innova,5,92000,Diesel,Manual,12.8,2500,1150000,2005
7669,Hyundai,i10,11,57726,Petrol,Manual,20.36,1200,235000,2007
13347,BMW,5,9,65000,Diesel,Automatic,11.5,3000,1855000,2007
14900,Renault,KWID,3,50000,Petrol,Manual,25.17,800,300000,2015
9622,Renault,Duster,8,63000,Diesel,Manual,20.45,1500,415000,2012
1747,Ford,Ecosport,2,67000,Diesel,Manual,23.0,1500,979000,2013
6455,Hyundai,Verna,6,90000,Diesel,Manual,22.32,1600,685000,2006
3566,Tata,Hexa,3,40000,Diesel,Automatic,17.6,2200,1400000,2017
9216,Hyundai,Creta,4,34500,Diesel,Automatic,17.6,1600,1155000,2015
6560,Datsun,RediGO,5,35000,Petrol,Manual,22.7,800,300000,2016
5938,Hyundai,Verna,4,40728,Diesel,Manual,22.0,1600,850000,2006
1801,Hyundai,i20,5,50000,Petrol,Manual,18.6,1200,540000,2008
9977,Mahindra,XUV500,5,57000,Diesel,Manual,16.0,2000,993000,2011
9536,Honda,City,5,25000,Petrol,Automatic,18.0,1500,870000,1998
6434,Maruti,Swift Dzire,6,110000,Diesel,Manual,26.59,1250,440000,2008
5598,Maruti,Alto,3,31393,Petrol,Manual,23.95,1000,350000,2000
9075,Maruti,Alto,10,70000,Petrol,Manual,20.92,1000,150000,2000
15383,Honda,Jazz,6,90000,Diesel,Manual,27.3,1500,640000,2009
7051,Hyundai,Verna,11,50111,Diesel,Manual,16.2,1500,199000,2006
14300,Maruti,Alto,8,35000,Petrol,Manual,22.74,800,185000,2000
11071,Maruti,Eeco,5,63530,Petrol,Manual,15.37,1200,245000,2010
6566,Hyundai,Creta,4,40000,Diesel,Manual,19.67,1600,870000,2015
14317,Honda,City,22,70000,Petrol,Manual,13.0,1500,70000,1998
4785,Honda,Jazz,6,39800,Petrol,Manual,18.7,1200,585000,2009
11727,Maruti,Wagon R,4,30000,"Others (CNG,LPG)",Manual,33.54,1000,450000,1999
4052,Maruti,Swift,7,50000,Petrol,Manual,18.6,1200,500000,2005
10079,Toyota,Innova,4,27000,Diesel,Manual,13.68,2400,1485000,2005
14098,Hyundai,i10,11,25000,Petrol,Manual,20.36,1200,220000,2007
8728,Tata,Tiago,3,30000,Petrol,Manual,23.84,1200,400000,2016
10056,Hyundai,i20,4,24278,Petrol,Manual,18.6,1200,535000,2008
10803,Mercedes-Benz,GL-Class,5,61000,Diesel,Automatic,12.0,3000,4660000,2010
4695,Maruti,Swift,3,13300,Petrol,Manual,22.0,1200,650000,2005
8560,Volkswagen,Polo,6,46888,Petrol,Manual,16.47,1200,400000,2010
9869,Hyundai,Verna,3,11500,Petrol,Manual,17.43,1400,825000,2006
15319,Maruti,Swift Dzire,9,66000,Petrol,Manual,17.5,1300,425000,2008
5959,Honda,Jazz,5,66325,Diesel,Manual,27.3,1500,625000,2009
3267,Maruti,Ertiga,3,24812,Diesel,Manual,25.47,1250,950000,2012
4394,Hyundai,i10,12,18000,Petrol,Manual,20.36,1200,330000,2007
2146,Maruti,Ciaz,5,53000,Petrol,Manual,20.73,1400,635000,2014
7544,Honda,City,7,45000,Petrol,Manual,17.8,1500,525000,1998
9621,Volkswagen,Polo,10,62000,Petrol,Manual,16.47,1200,315000,2010
4035,Hyundai,i20,3,25645,Diesel,Manual,22.54,1400,780000,2008
11854,Maruti,Swift,7,103000,Diesel,Manual,25.2,1250,500000,2005
9167,Maruti,Swift,7,56000,Petrol,Manual,16.1,1200,401000,2005
11115,Ford,Ecosport,4,24000,Diesel,Manual,22.77,1500,680000,2013
9157,Maruti,Wagon R,3,3944,Petrol,Automatic,20.51,1000,485000,1999
6594,Toyota,Innova,11,150000,Diesel,Manual,12.8,2500,850000,2005
12070,Renault,KWID,3,35000,Petrol,Automatic,24.04,1000,375000,2015
359,Maruti,Wagon R,2,3600,Petrol,Automatic,20.52,1200,575000,1999
11445,Maruti,Swift Dzire,9,45000,Petrol,Automatic,17.4,1200,395000,2008
14176,Datsun,RediGO,3,18628,Petrol,Automatic,22.5,1000,270000,2016
11126,Maruti,Ertiga,8,72000,Diesel,Manual,25.47,1250,475000,2012
583,Maruti,Alto,10,35000,Petrol,Manual,20.92,1000,220000,2000
5679,Maruti,Alto,4,35000,Petrol,Manual,23.95,1000,370000,2000
6891,Toyota,Innova,11,163876,Diesel,Manual,12.8,2500,675000,2005
581,Maruti,Swift Dzire,9,60000,Petrol,Manual,17.5,1200,350000,2008
14480,Maruti,Alto,15,75000,Petrol,Manual,19.7,800,105000,2000
566,Maruti,Swift Dzire,6,84405,Diesel,Manual,26.59,1250,530000,2008
2480,Hyundai,i10,9,37590,Petrol,Automatic,16.95,1200,370000,2007
5091,Maruti,Swift,14,106000,Diesel,Manual,17.8,1250,299000,2005
4653,Maruti,Alto,5,70000,Petrol,Manual,22.74,800,250000,2000
6251,Maruti,Alto,3,5000,Petrol,Manual,23.95,1000,350000,2000
13436,Toyota,Innova,5,120000,Diesel,Automatic,11.36,2800,1685000,2005
1763,Hyundai,i20,10,89000,Petrol,Automatic,15.0,1400,325000,2008
8670,Tata,Tigor,3,65000,Diesel,Manual,24.7,1050,600000,2017
7584,Mahindra,KUV100,3,15000,Petrol,Manual,18.15,1200,450000,2016
1869,Ford,Figo,9,46573,Petrol,Manual,15.6,1200,269000,2010
8319,Hyundai,i20,5,19000,Petrol,Manual,18.6,1200,499000,2008
10670,Toyota,Innova,11,44000,Diesel,Manual,12.8,2500,700000,2005
6479,Skoda,Octavia,7,65000,Diesel,Automatic,19.3,2000,1250000,2001
14801,Honda,Jazz,6,55937,Petrol,Manual,18.7,1200,635000,2009
8176,Skoda,Superb,8,40000,Petrol,Manual,13.14,1800,430000,2004
13019,Renault,KWID,5,26957,Petrol,Manual,25.17,800,365000,2015
929,Hyundai,Verna,3,18329,Diesel,Manual,22.0,1600,990000,2006
2615,Hyundai,i10,9,50000,Petrol,Manual,20.36,1200,311000,2007
10199,Maruti,Ertiga,2,22000,Petrol,Manual,19.34,1500,935000,2012
6555,Renault,KWID,5,50000,Petrol,Manual,25.17,800,330000,2015
13152,Maruti,Ciaz,4,26000,Petrol,Manual,20.73,1400,740000,2014
5573,Hyundai,Verna,5,5000,Petrol,Manual,17.01,1600,750000,2006
6334,Maruti,Alto,4,30903,Petrol,Manual,23.95,1000,377000,2000
540,Maruti,Alto,5,50000,Petrol,Manual,24.7,800,220000,2000
8950,Skoda,Rapid,7,20000,Petrol,Manual,15.0,1600,450000,2011
12247,Volkswagen,Vento,2,2700,Petrol,Automatic,14.4,1600,1000000,2010
3737,Volkswagen,Polo,8,44900,Petrol,Automatic,17.2,1200,495000,2010
10261,Honda,Amaze,7,43000,Diesel,Manual,25.8,1500,299000,2013
12144,Honda,Amaze,7,57258,Diesel,Manual,25.8,1500,375000,2013
12645,Ford,Ecosport,7,71425,Diesel,Manual,22.7,1500,571000,2013
645,Maruti,Alto,16,120000,Petrol,Manual,19.7,800,95000,2000
14336,Hyundai,Grand,5,45500,Petrol,Manual,18.9,1200,420000,2013
11170,Maruti,Baleno,2,11000,Petrol,Manual,21.01,1200,680000,2015
6398,Volkswagen,Vento,2,1500,Diesel,Manual,22.27,1500,975000,2010
13779,Volkswagen,Vento,8,118000,Diesel,Manual,20.54,1600,540000,2010
1165,Ford,Aspire,5,20000,Petrol,Manual,18.16,1200,525000,2015
14965,Datsun,RediGO,5,64968,Petrol,Manual,22.7,800,250000,2016
12312,Volkswagen,Vento,7,37540,Petrol,Automatic,16.93,1200,565000,2010
8282,Honda,Jazz,5,48731,Petrol,Manual,18.7,1200,650000,2009
4751,Hyundai,Grand,4,24000,Petrol,Automatic,18.9,1200,499000,2013
5634,Hyundai,Verna,9,57140,Diesel,Automatic,19.08,1600,575000,2006
6427,Hyundai,i20,3,35575,Diesel,Manual,22.54,1400,710000,2008
14574,Honda,City,13,43639,Petrol,Automatic,12.0,1500,300000,1998
720,Mahindra,XUV500,3,20000,Diesel,Manual,16.0,2200,1500000,2011
11926,Mercedes-Benz,E-Class,3,25000,Diesel,Automatic,16.1,1950,5000000,1996
6704,Renault,KWID,5,64000,Petrol,Manual,25.17,800,350000,2015
15028,Mahindra,Scorpio,15,132087,Diesel,Manual,10.5,2200,396000,2002
9288,Hyundai,i20,9,100000,Diesel,Manual,23.0,1400,300000,2008
9815,Mahindra,Scorpio,10,65001,Diesel,Manual,12.05,2200,449000,2002
15043,Ford,Figo,10,75000,Diesel,Manual,18.5,1400,230000,2010
8215,Honda,City,9,55000,Petrol,Manual,16.8,1500,379000,1998
7086,Ford,Figo,4,83000,Diesel,Manual,24.4,1500,650000,2010
9590,Volkswagen,Polo,4,35000,Petrol,Automatic,17.21,1200,735000,2010
6831,Ford,Figo,7,73500,Diesel,Manual,20.0,1400,275000,2010
5864,Hyundai,Verna,5,85000,Diesel,Automatic,19.08,1600,730000,2006
8464,Toyota,Innova,4,82000,Diesel,Manual,13.68,2400,1580000,2005
2080,Honda,City,12,67500,Petrol,Automatic,16.8,1500,290000,1998
6366,Mahindra,Scorpio,17,120000,Diesel,Manual,10.5,2200,145000,2002
284,Honda,City,11,57977,Petrol,Manual,17.0,1500,299000,1998
13607,Maruti,Ciaz,4,31000,Petrol,Manual,20.73,1400,785000,2014
13310,Hyundai,i10,10,50000,Petrol,Manual,20.36,1200,210000,2007
13960,Toyota,Fortuner,4,70000,Diesel,Manual,14.24,2800,2800000,2009
699,Honda,City,10,60000,Petrol,Manual,17.0,1500,350000,1998
9480,Maruti,Swift Dzire,4,19843,Petrol,Automatic,22.0,1200,620000,2008
2609,Maruti,Vitara,3,32000,Diesel,Manual,24.3,1250,920000,2016
8601,Toyota,Innova,6,181684,Diesel,Manual,12.99,2500,975000,2005
7687,Maruti,Alto,19,54000,Petrol,Manual,19.7,800,90000,2000
4482,Honda,City,4,50950,Petrol,Manual,17.8,1500,940000,1998
5100,Toyota,Innova,6,200000,Diesel,Manual,12.99,2500,850000,2005
11078,Toyota,Camry,5,65000,Petrol,Automatic,19.16,2500,1975000,2002
9914,Maruti,Swift,3,30000,Petrol,Automatic,22.0,1200,650000,2005
552,Renault,KWID,2,10000,Petrol,Automatic,24.04,1000,400000,2015
10668,Hyundai,i20,9,54000,Petrol,Manual,18.5,1200,315000,2008
4356,Maruti,Swift Dzire,3,35000,Petrol,Manual,22.0,1200,630000,2008
7339,Honda,City,6,48000,Diesel,Manual,26.0,1500,650000,1998
13920,Renault,KWID,5,26500,Petrol,Manual,25.17,800,360000,2015
4743,Honda,WR-V,4,20000,Petrol,Manual,17.5,1200,850000,2017
12285,Toyota,Innova,4,167000,Diesel,Manual,13.68,2400,1695000,2005
1651,Toyota,Innova,8,80000,Diesel,Manual,12.99,2500,600000,2005
11939,Maruti,Celerio,5,20000,Petrol,Automatic,23.1,1000,470000,2014
12109,Maruti,Swift,4,83000,Diesel,Manual,25.2,1250,630000,2005
11891,Honda,WR-V,3,18823,Petrol,Manual,17.5,1200,840000,2017
13346,Hyundai,Creta,2,12000,Petrol,Manual,15.8,1600,1070000,2015
387,Toyota,Fortuner,3,35000,Diesel,Automatic,12.9,2800,2950000,2009
7453,Tata,Tiago,5,60000,Diesel,Manual,27.28,1050,400000,2016
9699,Honda,City,6,63000,Diesel,Manual,26.0,1500,575000,1998
3195,Toyota,Innova,8,277000,Diesel,Manual,12.99,2500,950000,2005
1150,Toyota,Innova,4,136226,Diesel,Automatic,11.36,2800,1425000,2005
1628,Hyundai,Grand,1,5000,Petrol,Manual,20.7,1200,800000,2013
9916,Hyundai,Verna,7,47000,Diesel,Automatic,22.32,1600,545000,2006
10061,Maruti,Swift Dzire,3,11000,Petrol,Automatic,22.0,1200,650000,2008
2298,Mahindra,KUV,4,42000,Petrol,Manual,18.15,1200,475000,2016
10462,Maruti,Swift Dzire,4,48000,Diesel,Automatic,28.4,1250,650000,2008
684,Toyota,Innova,8,387000,Diesel,Manual,12.99,2500,700000,2005
13670,Maruti,Alto,5,40000,Petrol,Manual,23.95,1000,350000,2000
11732,Tata,Nexon,3,30000,Petrol,Manual,17.0,1200,600000,2017
11502,Hyundai,i10,9,72000,Petrol,Manual,20.36,1200,240000,2007
555,Maruti,Swift Dzire,3,100000,Diesel,Manual,23.4,1250,531000,2008
2499,Mahindra,Scorpio,11,110000,Diesel,Manual,12.05,2200,445000,2002
8495,Maruti,Wagon R,9,43000,Petrol,Manual,21.79,1000,245000,1999
7228,Maruti,Alto,2,15000,Petrol,Manual,24.7,800,310000,2000
11645,BMW,5,11,90000,Diesel,Automatic,11.5,3000,1695000,2007
6677,Maruti,Swift Dzire,9,28000,Petrol,Manual,20.85,1200,495000,2008
4358,Maruti,Vitara,5,54566,Diesel,Manual,24.3,1250,789000,2016
12249,Maruti,Vitara,4,36000,Diesel,Manual,24.3,1250,895000,2016
3577,Honda,City,2,10000,Petrol,Automatic,18.0,1500,1150000,1998
8173,Volkswagen,Polo,4,76500,Diesel,Manual,20.14,1500,570000,2010
15291,Mahindra,XUV500,6,45737,Diesel,Manual,16.0,2200,1280000,2011
9712,Maruti,Ciaz,3,37000,Petrol,Manual,21.56,1500,700000,2014
601,Maruti,Ertiga,6,51000,Diesel,Manual,20.77,1250,600000,2012
3890,Skoda,Rapid,9,163971,Diesel,Manual,20.5,1600,450000,2011
1393,Maruti,Wagon R,6,60000,Petrol,Manual,20.51,1000,325000,1999
6550,Mercedes-Benz,E-Class,14,52483,Diesel,Automatic,11.0,3000,1050000,1996
749,Maruti,Alto,18,120000,Petrol,Manual,19.7,800,65000,2000
